,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
815,2021-08-11 15:27:45,"Muy mala aplicación, yo cambié mi equipo telefónico y ya no pude hacer transferencias, no puede obtener nuevamente el token y no se cuantos pasos tenia que hacer y no pude, y tiene uno que ir a sucursal..como dicen otros comentarios debería dejar hacer los cambios por teléfono. Peri en sus tutoriales lo ponen como muy fácil hacer transferencias rápidas y no es cierto no se puede",5.61,4,"Muy mala aplicación, yo cambié mi equipo telefónico y ya no pude hacer transferencias, no puede obtener nuevamente el token y no se cuantos pasos tenia que hacer y no pude, y tiene uno que ir a sucursal..como dicen otros comentarios debería dejar hacer los cambios por teléfono. Peri en sus tutoriales lo ponen como muy fácil hacer transferencias rápidas y no es cierto no se puede",transferencias
819,2021-10-08 16:37:57,"Falla mucho esta app, 1. Te saca y para volver a entrar tienes que esperar 5 minutos por que detecto que entraste y no puedes acceder rápido. Otro detalle que los que agregas para transferir nunca se puede lo que tengo que hacer otra vez escribir el número de cuenta cada que quiero transferir... en app este banco esta muy mal. Se de varios que les pasa lo mismo por eso lo escribo.",5.62,4,"Falla mucho esta app, 1. Te saca y para volver a entrar tienes que esperar 5 minutos por que detecto que entraste y no puedes acceder rápido. Otro detalle que los que agregas para transferir nunca se puede lo que tengo que hacer otra vez escribir el número de cuenta cada que quiero transferir... en app este banco esta muy mal. Se de varios que les pasa lo mismo por eso lo escribo.",transferencias
820,2021-09-24 09:14:23,"Es difícil dar de alta cuentas para transferencia, no debería de estar separados los rápidos y los frecuentes. Para recuperar cuenta es complicado porque te tienes que esperar mucho tiempo. En BBVA lo que se hace es ingresar número de cuenta o 16 dígitos de tarjeta, toma fotografía de la cara, hace llamada de confirmación.",5.62,4,"Es difícil dar de alta cuentas para transferencia, no debería de estar separados los rápidos y los frecuentes. Para recuperar cuenta es complicado porque te tienes que esperar mucho tiempo. En BBVA lo que se hace es ingresar número de cuenta o 16 dígitos de tarjeta, toma fotografía de la cara, hace llamada de confirmación.",transferencias
822,2021-03-21 15:55:45,A cada momento dice que detects una conexión y que esperes 5 minutos. Dar de un usuario para hacer transferencias resulta imposible.,5.59,4,A cada momento dice que detects una conexión y que esperes 5 minutos. Dar de un usuario para hacer transferencias resulta imposible.,transferencias
826,2021-08-08 18:07:07,"Es muy fastidioso desde que ingresas. Para hacer transferencias rápidas necesitas otra app, tarda 1 día en dar de alta una tarjeta. Me pide verificar datos para consultar saldos y se cierra la aplicación. Esta muy fea la verdad",5.61,4,"Es muy fastidioso desde que ingresas. Para hacer transferencias rápidas necesitas otra app, tarda 1 día en dar de alta una tarjeta. Me pide verificar datos para consultar saldos y se cierra la aplicación. Esta muy fea la verdad",transferencias
837,2021-08-17 05:19:14,"En estos tiempos es increíble que la app sea básicamente solo para decirme mi saldo. Para toda operación mayor te pide que vayas a sucursal y pidas token... En ese caso hago todo en sucursal, movimientos tan simples como transferir entre cuentas santander no son posibles, pagar servicios ni imaginarse se pueda hacer transferencias a otros bancos. Si les es posible mejor pasen sus cuentas a otros bancos",5.61,4,"En estos tiempos es increíble que la app sea básicamente solo para decirme mi saldo. Para toda operación mayor te pide que vayas a sucursal y pidas token... En ese caso hago todo en sucursal, movimientos tan simples como transferir entre cuentas santander no son posibles, pagar servicios ni imaginarse se pueda hacer transferencias a otros bancos. Si les es posible mejor pasen sus cuentas a otros bancos",transferencias
842,2021-10-16 19:11:04,"Funcionaba bien hasta hace como 3 semanas, ahora quuero transferir y me pide clave de 8 digitos de supertoken, por que estoy usando otro numero, no he cambiado de numero, ya fui a sucursal, me desactivaron el token y me lo volvieron a activar y hoy quise transferir y me sale otra vez que estoybusando otro numero, ya reinstale la aplicacion y sigue igual",5.62.1,4,"Funcionaba bien hasta hace como 3 semanas, ahora quuero transferir y me pide clave de 8 digitos de supertoken, por que estoy usando otro numero, no he cambiado de numero, ya fui a sucursal, me desactivaron el token y me lo volvieron a activar y hoy quise transferir y me sale otra vez que estoybusando otro numero, ya reinstale la aplicacion y sigue igual",transferencias
843,2020-09-16 19:52:48,Cada vez que intento hacer una transferencia nunca puedo luego de las 6 pm debo intentar mas tarde según la app. Tampoco atienden en su centro de atenciónn. Es una pereza su app raro cuando se puede hacer algo. Para que tengo una cuenta si no la puedo utilizar cuando yo la necesito. Por segunda vez les doy evaluación y sigue siendo pésimo el servicio.,5.57.7,4,Cada vez que intento hacer una transferencia nunca puedo luego de las 6 pm debo intentar mas tarde según la app. Tampoco atienden en su centro de atenciónn. Es una pereza su app raro cuando se puede hacer algo. Para que tengo una cuenta si no la puedo utilizar cuando yo la necesito. Por segunda vez les doy evaluación y sigue siendo pésimo el servicio.,transferencias
852,2021-10-03 17:06:50,"Muy mala aplicación, ahora me pide que vaya al banco a desbloquear mi acceso a la aplicación, disque porque según el banco detecta transferencias raras , óseaaaa!! Y ya fui al banco a declarar mas de 2 veces y no me dan solución , y los de las llamadas me mandan directo a banco PÉSIMO SERVICIO.. Dan ganas de irme a otra nómina.",5.62,3,"Muy mala aplicación, ahora me pide que vaya al banco a desbloquear mi acceso a la aplicación, disque porque según el banco detecta transferencias raras , óseaaaa!! Y ya fui al banco a declarar mas de 2 veces y no me dan solución , y los de las llamadas me mandan directo a banco PÉSIMO SERVICIO.. Dan ganas de irme a otra nómina.",transferencias
860,2021-06-30 17:35:08,"Muy mala aplicación, intento hacer transferencias a otros bancos, me pide registrar la tarjeta, la registro, intento hacer nuevamente la transferencia, y me dice que no tengo registrada ninguna tarjeta, la vuelvo a intentar registrar y me dice que ya existe =/ por error me salí de la aplicación sin cerrar sesión, quise volver a entrar y me dice que ya tengo una cuenta abierta, pero es en el mismo teléfono y en la misma aplicación que intento entrar!!!!!!! me esta volviendo loca! :(",5.60,3,"Muy mala aplicación, intento hacer transferencias a otros bancos, me pide registrar la tarjeta, la registro, intento hacer nuevamente la transferencia, y me dice que no tengo registrada ninguna tarjeta, la vuelvo a intentar registrar y me dice que ya existe =/ por error me salí de la aplicación sin cerrar sesión, quise volver a entrar y me dice que ya tengo una cuenta abierta, pero es en el mismo teléfono y en la misma aplicación que intento entrar!!!!!!! me esta volviendo loca! :(",transferencias
870,2020-10-01 01:50:23,"No me deja realizar transferencias a mis propias cuentas, cada vez empeora más, la app está súper lenta, cuando más la nesecito no realiza transacciones que me urgen, me sale intentar más tarde, llevo 2 días y no puedo realizar mis operaciones, estoy considerando cambiar mi nómina a otro banco, si sigue así.",5.57.8,3,"No me deja realizar transferencias a mis propias cuentas, cada vez empeora más, la app está súper lenta, cuando más la nesecito no realiza transacciones que me urgen, me sale intentar más tarde, llevo 2 días y no puedo realizar mis operaciones, estoy considerando cambiar mi nómina a otro banco, si sigue así.",transferencias
873,2021-08-09 22:40:28,"falla mucho, es un problema hacer transferencias se tarda mucho hasta 5 horas, a cada rato se le va la red, yo tuve que cambiar mi nómina a Bbv porque su aplicación es rápida, las transferencias las haces en 2 minutos es otra cosa. En cuanto tenga oportunidad voy a cambiar mis tarjetas que tengo de este banco a otro.",5.61,3,"falla mucho, es un problema hacer transferencias se tarda mucho hasta 5 horas, a cada rato se le va la red, yo tuve que cambiar mi nómina a Bbv porque su aplicación es rápida, las transferencias las haces en 2 minutos es otra cosa. En cuanto tenga oportunidad voy a cambiar mis tarjetas que tengo de este banco a otro.",transferencias
874,2021-05-28 07:33:43,"Muy Mala Emicion del Banco. Van Varias Veces que en los Cajeros Retiro y No me Da el Dinero. Tengo que Levantar un Folio de Atencion y Es Una Larga Perdida de Tiempo. Aparte que la Activacion del Super Token es una Mentira por que No te Deja Transferir a Otros Bancos, solo Transferencias Interbancarias en el Mismo Banco. En Mi Opinion Bancomer es el Mejor Banco Por Encima de Santander y Banamex. Cero Fallas y Muy Buenas Promociones ;D",5.59.2,3,"Muy Mala Emicion del Banco. Van Varias Veces que en los Cajeros Retiro y No me Da el Dinero. Tengo que Levantar un Folio de Atencion y Es Una Larga Perdida de Tiempo. Aparte que la Activacion del Super Token es una Mentira por que No te Deja Transferir a Otros Bancos, solo Transferencias Interbancarias en el Mismo Banco. En Mi Opinion Bancomer es el Mejor Banco Por Encima de Santander y Banamex. Cero Fallas y Muy Buenas Promociones ;D",transferencias
875,2020-12-15 20:31:58,"Pésima experiencia, si me salgo e intento entrar me dice que la sesión sigue activa y tengo que esperar una hora, aparte de que para hacer transferencias arriba de 10mil pide registrar las cuentas y tarda 3 horas y aveces ni las registra. Cambiaré de banco",5.58.3,3,"Pésima experiencia, si me salgo e intento entrar me dice que la sesión sigue activa y tengo que esperar una hora, aparte de que para hacer transferencias arriba de 10mil pide registrar las cuentas y tarda 3 horas y aveces ni las registra. Cambiaré de banco",transferencias
877,2021-06-30 20:32:18,"Honestamente apesta la app, es muy mala, un lío para ingresar, un lio para transferencias un lío para ingresar tarjetas, cada operación tengo que estar llamando a la línea de apoyo porque se bloquea cuando quiere. Le doy una estrella porque no puedo poner un nivel más bajo.",5.60,3,"Honestamente apesta la app, es muy mala, un lío para ingresar, un lio para transferencias un lío para ingresar tarjetas, cada operación tengo que estar llamando a la línea de apoyo porque se bloquea cuando quiere. Le doy una estrella porque no puedo poner un nivel más bajo.",transferencias
